Company Name,Tier,Sub-Industry,Employees,Revenue,Locations,HQ,L&D Team Size,Key Signal,Qualification Summary,Relevant Tech Stack Detected,Competitor Platform,Why Now,News / Press Reference,Website Evidence,Website,Talking Points,Composite Score,FIT,SIGNALS,TIMING,Override,Year Founded,Ownership Type,Last Updated,Data Source Category,ZI_Company_ID,Exclusion Status
Cascade Engineering,,"Plastic, Packaging & Containers",1728,$576M,35,"Grand Rapids, Michigan",,,,,,,,,,,,,,,,1973,PRIVATE,2026-02-25,ZoomInfo,21826539,Clean
Rehrig Pacific,,"Plastic, Packaging & Containers",1732,$250M,42,"Los Angeles, California",,,,,,,,,www.rehrigpacific.com,,,,,,,1913,PRIVATE,2026-02-25,ZoomInfo,32522975,Clean
Alleguard,,"Plastic, Packaging & Containers",1750,$475M,1,"Brentwood, Tennessee",,,,,,,,,,,,,,,,2023,PRIVATE,2026-02-25,ZoomInfo,1326645662,Clean
Watson-Marlow Fluid Technology Group,,"Plastic, Packaging & Containers",4800,$936M,8,"Falmouth, Massachusetts",,,,,,,,,www.wmftg.com,,,,,,,1956,PRIVATE,2026-02-25,ZoomInfo,198967353,Clean
AEP Industries,,"Plastic, Packaging & Containers",1829,$892M,,"South Hackensack, New Jersey",,,,,,,,,,,,,,,,1970,PRIVATE,2026-02-25,ZoomInfo,4560500,Clean
"Flambeau, Inc.",,"Plastic, Packaging & Containers",1500,$407M,23,"Baraboo, Wisconsin",,,,,,,,,www.flambeau.com,,,,,,,1947,PRIVATE,2026-02-25,ZoomInfo,14615292,Clean
Latham Pool Products Inc,,"Plastic, Packaging & Containers",1600,$1.0B,45,"Latham, New York",,,,,,,,,www.lathampool.com,,,,,,,1955,PUBLIC,2026-02-25,ZoomInfo,356464804,Clean
Charter Next Generation,,"Plastic, Packaging & Containers",1500,$454M,6,"Milton, Wisconsin",,,,,,,,,www.cnginc.com,,,,,,,2019,PRIVATE,2026-02-25,ZoomInfo,513211243,Clean
Tessy Plastics,,"Plastic, Packaging & Containers",1900,$576M,,,,,,,,,,,tessy.com,,,,,,,,,2026-02-25,ZoomInfo + Estimated,None,Clean
Hayward Pool Products,,Industrial Machinery & Equipment,1743,$473M,38,"Clemmons, Maryland",,,,,,,,,www.hayward-pool.com,,,,,,,1925,PUBLIC,2026-02-25,ZoomInfo,65163101,Clean
Sabert Corporation,,Industrial Machinery & Equipment,1989,$1.2B,13,"Sayreville, New Jersey",,,,,,,,,www.sabert.com,,,,,,,1983,PRIVATE,2026-02-25,ZoomInfo,83722643,Clean
Bemis Manufacturing Company,,"Plastic, Packaging & Containers",1600,$484M,2,"Sheboygan Falls, Wisconsin",,,,,,,,,www.bemismfg.com,,,,,,,1901,PRIVATE,2026-02-25,ZoomInfo,13684376,Clean
Berlin Packaging L.L.C.,,"Plastic, Packaging & Containers",1100,$1.3B,77,"Chicago, Illinois",,,,,,,,,www.berlinpackaging.com,,,,,,,1898,PRIVATE,2026-02-25,ZoomInfo,4456966,Clean
Greene Tweed,,"Plastic, Packaging & Containers",2000,$543M,27,"Lansdale, Pennsylvania",,,,,,,,,,,,,,,,1863,PRIVATE,2026-02-25,ZoomInfo,343800227,Clean
Greene Tweed,,"Plastic, Packaging & Containers",2000,$463M,,"Lansdale, Pennsylvania",,,,,,,,,gtweed.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Liberty Diversified International,,"Plastic, Packaging & Containers",2000,$605M,28,"New Hope, Minnesota",,,,,,,,,www.libertydiversified.com,,,,,,,1918,PRIVATE,2026-02-25,ZoomInfo,62637490,Clean
Sharp Packaging Services,,"Plastic, Packaging & Containers",1800,$359M,25,"Allentown, Pennsylvania",,,,,,,,,www.sharpservices.com,,,,,,,1919,PRIVATE,2026-02-25,ZoomInfo,185500182,Clean
TricorBraun Inc,,"Plastic, Packaging & Containers",1000,$271M,107,"St. Louis, Missouri",,,,,,,,,www.tricorbraun.com,,,,,,,1902,PRIVATE,2026-02-25,ZoomInfo,288522377,Clean
Westfall Technik Inc,,"Plastic, Packaging & Containers",2025,$953M,17,"Las Vegas, Nevada",,,,,,,,,westfalltechnik.com,,,,,,,2017,PRIVATE,2026-03-03,Multi-Source Enrichment,446483472,Clean
Otter Tail Corporation,,"Plastic, Packaging & Containers",2133,$1.3B,13,"Fergus Falls, Minnesota",,,,,,,,,,,,,,,,1907,PUBLIC,2026-02-25,ZoomInfo,64406207,Clean
Bufkor,,"Plastic, Packaging & Containers",2193,$335M,10,"Lewisville, Texas",,,,,,,,,,,,,,,,1895,PRIVATE,2026-02-25,ZoomInfo,358981917,Clean
Pregis LLC,,"Plastic, Packaging & Containers",2500,$784M,70,"Deerfield, Illinois",,,,,,,,,www.pregis.com,,,,,,,2005,PRIVATE,2026-02-25,ZoomInfo,108070189,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Hood Packaging,,"Plastic, Packaging & Containers",2661,$730M,42,"Madison, Mississippi",,,,,,,,,,,,,,,,1978,PRIVATE,2026-02-25,ZoomInfo,40063195,Clean
Myers Industries,,"Plastic, Packaging & Containers",2500,$515M,17,"Akron, Ohio",,,,,,,,,www.myersindustries.com,,,,,,,1933,PUBLIC,2026-02-25,ZoomInfo,72010787,Clean
Hood Packaging,,"Plastic, Packaging & Containers",2755,$500M,,"Madison, Mississippi",,,,,,,,,www.hoodpkg.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
SupplyOne,,"Plastic, Packaging & Containers",1600,$417M,50,"Newtown Square, Pennsylvania",,,,,,,,,www.supplyone.com,,,,,,,1998,PRIVATE,2026-02-25,ZoomInfo,49020947,Clean
Aweco,,"Plastic, Packaging & Containers",2820,$558M,,,,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,372897017,Clean
Toray (America),,"Plastic, Packaging & Containers",2822,$766M,5,"North Kingstown, Rhode Island",,,,,,,,,,,,,,,,1985,PRIVATE,2026-02-25,ZoomInfo,138461293,Clean
Toray (America),,"Plastic, Packaging & Containers",2822,$250M,,"North Kingstown, Rhode Island",,,,,,,,,www.toraytpa.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Axium Plastics,,"Plastic, Packaging & Containers",3000,$1.1B,,"New Albany, Ohio",,,,,,,,,,,,,,,,2011,PRIVATE,2026-02-25,ZoomInfo,403873036,Clean
Closure Systems International,,"Plastic, Packaging & Containers",3000,$908M,11,"Indianapolis, Indiana",,,,,,,,,www.csiclosures.com,,,,,,,1972,PRIVATE,2026-02-25,ZoomInfo,3542850,Clean
"CKS Packaging, Inc.",,"Plastic, Packaging & Containers",3050,$500M,47,"Atlanta, Georgia",,,,,,,,,www.ckspackaging.com,,,,,,,1985,PRIVATE,2026-02-25,ZoomInfo,14779835,Clean
Genpak LLC,,"Plastic, Packaging & Containers",2000,$605M,34,"Charlotte, North Carolina",,,,,,,,,www.genpak.com,,,,,,,1969,PRIVATE,2026-02-25,ZoomInfo,15827495,Clean
Printpack,,"Plastic, Packaging & Containers",3200,$869M,63,"Atlanta, Georgia",,,,,,,,,www.printpack.com,,,,,,,1956,PRIVATE,2026-02-25,ZoomInfo,31261361,Clean
Axium Packaging,,"Plastic, Packaging & Containers",3500,$950M,1,"New Albany, Ohio",,,,,,,,,,,,,,,,2011,PRIVATE,2026-02-25,ZoomInfo,1335691477,Clean
"Menasha Packaging Company, LLC.",,Pulp & Paper,3600,$1.1B,111,"Neenah, Wisconsin",,,,,,,,,www.menasha.com,,,,,,,1849,PRIVATE,2026-02-25,ZoomInfo,24511310,Clean
Mannington,,"Plastic, Packaging & Containers",3966,$1.2B,30,"Salem, New Jersey",,,,,,,,,,,,,,,,1915,PRIVATE,2026-02-25,ZoomInfo,23675315,Clean
Sammons Industrial,,"Plastic, Packaging & Containers",4000,$1.0B,1,"Dallas, Texas",,,,,,,,,,,,,,,,1938,PRIVATE,2026-02-25,ZoomInfo,1313425542,Clean
Technimark,,"Plastic, Packaging & Containers",4400,$1.3B,26,"Asheboro, North Carolina",,,,,,,,,www.technimark.com,,,,,,,1983,PRIVATE,2026-02-25,ZoomInfo,37716102,Clean
Altium Packaging,,"Plastic, Packaging & Containers",4100,$1.1B,1,"Atlanta, Georgia",,,,,,,,,,,,,,,,2002,PRIVATE,2026-02-25,ZoomInfo,481212101,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Intertape Polymer Group,,"Plastic, Packaging & Containers",4173,$1.1B,53,"Sarasota, Florida",,,,,,,,,,,,,,,,1981,PRIVATE,2026-02-25,ZoomInfo,19727141,Clean
Intertape Polymer Group,,"Plastic, Packaging & Containers",4200,$10.0B,,"Sarasota, Florida",,,,,,,,,www.itape.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Graham Packaging,,"Plastic, Packaging & Containers",4500,$2.1B,118,"Lancaster, Pennsylvania",,,,,,,,,www.grahampackaging.com,,,,,,,1970,PRIVATE,2026-02-25,ZoomInfo,48760746,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
AdvancTEK,,"Plastic, Packaging & Containers",5000,$1.4B,1,"New Albany, Ohio",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1310698791,Clean
Mativ,,Pulp & Paper,5400,$500M,2,"Alpharetta, Georgia",,,,,,,,,www.mativ.com,,,,,,,1995,PUBLIC,2026-02-25,ZoomInfo,566063470,Clean
Inteplast Group,,"Plastic, Packaging & Containers",5280,$953M,29,"Livingston, New Jersey",,,,,,,,,inteplast.com,,,,,,,1991,PRIVATE,2026-02-25,ZoomInfo,52086777,Clean
Plastipak,,"Plastic, Packaging & Containers",6000,$1.8B,42,"Plymouth, Michigan",,,,,,,,,www.plastipak.com,,,,,,,1967,PRIVATE,2026-02-25,ZoomInfo,95404609,Clean
Reynolds Consumer Products LLC,,"Plastic, Packaging & Containers",6400,$3.0B,14,"Lake Forest, Illinois",,,,,,,,,www.reynoldsconsumerproducts.com,,,,,,,2010,PUBLIC,2026-02-25,ZoomInfo,101876384,Clean
ProAmpac,,"Plastic, Packaging & Containers",6200,$1.2B,55,"Cincinnati, Ohio",,,,,,,,,www.proampac.com,,,,,,,2015,PRIVATE,2026-02-25,ZoomInfo,372109811,Clean
Carpenter,,"Plastic, Packaging & Containers",6500,$2.1B,77,"Richmond, Virginia",,,,,,,,,,,,,,,,1948,PRIVATE,2026-02-25,ZoomInfo,26020975,Clean
Solo Cup Company,,"Plastic, Packaging & Containers",6500,$1.5B,43,"Lake Forest, Illinois",,,,,,,,,www.solocup.com,,,,,,,1936,PRIVATE,2026-02-25,ZoomInfo,108642939,Clean
Tupperware Brands Corporation,,"Plastic, Packaging & Containers",6600,$1.8B,709,"Orlando, Florida",,,,,,,,,,,,,,,,1946,PUBLIC,2026-02-25,ZoomInfo,39108953,Clean
Signode,,"Plastic, Packaging & Containers",7000,$1.9B,93,"Tampa, Florida",,,,,,,,,www.signode.com,,,,,,,1916,PRIVATE,2026-02-25,ZoomInfo,120570790,Clean
Braskem,,"Plastic, Packaging & Containers",8000,$9.6B,1,"Philadelphia, Pennsylvania",,,,,,,,,,,,,,,,1986,PRIVATE,2026-02-25,ZoomInfo,1104938249,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Uline,,"Plastic, Packaging & Containers",9000,$1.3B,39,"Pleasant Prairie, Wisconsin",,,,,,,,,www.uline.com,,,,,,,1980,PRIVATE,2026-02-25,ZoomInfo,39338503,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Novolex,,"Plastic, Packaging & Containers",10000,$2.4B,67,"Charlotte, North Carolina",,,,,,,,,www.novolex.com,,,,,,,2004,PRIVATE,2026-02-25,ZoomInfo,368280072,Clean
West Pharmaceutical Services,,Pharmaceuticals,2898,$1.8B,13,"Exton, Pennsylvania",,,,,,,,,www.westpharma.com,,,,,,,1923,PUBLIC,2026-02-25,ZoomInfo,296566845,Clean
Mauser Group N.V,,"Plastic, Packaging & Containers",11000,$3.3B,85,"Oak Brook, Illinois",,,,,,,,,mauserpackaging.com,,,,,,,1896,PRIVATE,2026-02-25,ZoomInfo,116556471,Clean
Dart Container Corporation,,"Plastic, Packaging & Containers",13325,$4.2B,60,"Mason, Michigan",,,,,,,,,www.dartcontainer.com,,,,,,,1960,PRIVATE,2026-02-25,ZoomInfo,33263647,Clean
AptarGroup,,"Plastic, Packaging & Containers",13500,$2.8B,39,"Crystal Lake, Illinois",,,,,,,,,www.aptar.com,,,,,,,1992,PUBLIC,2026-02-25,ZoomInfo,17701729,Clean
"Greif, Inc.",,Pulp & Paper,14000,$4.6B,82,"Delaware, Ohio",,,,,,,,,www.greif.com,,,,,,,1877,PUBLIC,2026-03-03,Multi-Source Enrichment,32590254,Clean
Pactiv Evergreen,,"Plastic, Packaging & Containers",15000,$1.0B,15,"Lake Forest, Illinois",,,,,,,,,www.pactivevergreen.com,,,,,,,2020,PRIVATE,2026-02-25,ZoomInfo,509100299,Clean
Ball Corporation,,"Plastic, Packaging & Containers",16000,$11.5B,32,"Westminster, Colorado",,,,,,,,,www.ball.com,,,,,,,1880,PUBLIC,2026-02-25,ZoomInfo,5080247,Clean
Sealed Air Corp,,Food & Beverage,16400,$4.8B,6,"Charlotte, North Carolina",,,,,,,,,www.sealedair.com,,,,,,,1960,PUBLIC,2026-02-25,ZoomInfo,106693515,Clean
Silgan Holdings,,"Plastic, Packaging & Containers",17200,$4.5B,13,"Stamford, Connecticut",,,,,,,,,www.silganholdings.com,,,,,,,1987,PUBLIC,2026-02-25,ZoomInfo,34964175,Clean
Bemis,,"Plastic, Packaging & Containers",17678,$4.0B,,"Neenah, Wisconsin",,,,,,,,,,,,,,,,1858,PRIVATE,2026-02-25,ZoomInfo,5867099,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Berry Plastics,,"Plastic, Packaging & Containers",21000,$6.8B,,"Piscataway, New Jersey",,,,,,,,,,,,,,,,1969,PRIVATE,2026-02-25,ZoomInfo,21138611,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
JENOPTIK Optical Systems LLC,,Photographic & Optical Equipment,3975,$1.6B,2,"Jupiter, Florida",,,,,,,,,jenoptik.us,,,,,,,1991,PRIVATE,2026-02-25,ZoomInfo,99666491,Clean
Panavision,,Photographic & Optical Equipment,1211,$329M,88,"Woodland Hills, California",,,,,,,,,,,,,,,,1954,PRIVATE,2026-02-25,ZoomInfo,29573142,Clean
Edmund Optics Inc,,Photographic & Optical Equipment,1000,$310M,12,"Barrington, New Jersey",,,,,,,,,www.edmundoptics.com,,,,,,,1942,PRIVATE,2026-02-25,ZoomInfo,39194558,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Transitions Optical Inc,,Photographic & Optical Equipment,1500,$376M,7,"Pinellas Park, Florida",,,,,,,,,www.transitions.com,,,,,,,1990,PRIVATE,2026-02-25,ZoomInfo,96665706,Clean
FUJIFILM Healthcare Americas Corporation,,Photographic & Optical Equipment,1650,$414M,6,"Lexington, Massachusetts",,,,,,,,,,,,,,,,1987,PRIVATE,2026-02-25,ZoomInfo,20399040,Clean
Kodak Alaris,,Photographic & Optical Equipment,1678,$446M,15,"Rochester, New York",,,,,,,,,,,,,,,,2014,PRIVATE,2026-02-25,ZoomInfo,534290605,Clean
Kodak Alaris,,Photographic & Optical Equipment,1678,$250M,,"Rochester, New York",,,,,,,,,www.kodakalaris.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Lumentum Operations LLC,,Industrial Machinery & Equipment,7257,$1.6B,26,"San Jose, California",,,,,,,,,www.lumentum.com,,,,,,,2015,PUBLIC,2026-02-25,ZoomInfo,347277040,Clean
Xerox,,Commercial Printing,16800,$9.1B,60,"Norwalk, Connecticut",,,,,,,,,www.xerox.com,,,,,,,1906,PUBLIC,2026-02-25,ZoomInfo,194101651,Clean
"Fujirebio Diagnostics , Inc.",,Pharmaceuticals,1200,$244M,,"Malvern, Pennsylvania",,,,,,,,,www.fujirebio-us.com,,,,,,,1950,PRIVATE,2026-02-25,ZoomInfo,15335526,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Sunovion,,Pharmaceuticals,1620,$546M,,"Marlborough, Massachusetts",,,,,,,,,www.sunovion.com,,,,,,,1984,PRIVATE,2026-02-25,ZoomInfo,346160563,Clean
"Seattle Genetics, Inc.",,Pharmaceuticals,1434,$916M,,"Bothell, Washington",,,,,,,,,seagen.com,,,,,,,1997,PRIVATE,2026-03-03,Multi-Source Enrichment,34325474,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Alcami Corporation,,Pharmaceuticals,1000,$303M,15,"Durham, North Carolina",,,,,,,,,www.alcaminow.com,,,,,,,1979,PRIVATE,2026-02-25,ZoomInfo,373839025,Clean
Amplity Health,,Pharmaceuticals,1000,$200M,6,"Langhorne, Pennsylvania",,,,,,,,,,,,,,,,1980,PRIVATE,2026-02-25,ZoomInfo,102089307,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Nephron,,Pharmaceuticals,1000,$399M,15,"West Columbia, South Carolina",,,,,,,,,,,,,,,,1997,PRIVATE,2026-02-25,ZoomInfo,82707757,Clean
TriRx Pharmaceutical Services,,Pharmaceuticals,1000,$338M,5,"Norwalk, Connecticut",,,,,,,,,,,,,,,,2019,PRIVATE,2026-02-25,ZoomInfo,357381292,Clean
TriRx Pharmaceutical Services,,Pharmaceuticals,1000,$100M,,"Norwalk, Connecticut",,,,,,,,,www.trirx.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
DUOPHARMA BIOTECH BERHAD,,Pharmaceuticals,1001,$716M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,None,Clean
Pharmacyclics,,Pharmaceuticals,1018,$250M,,"Sunnyvale, California",,,,,,,,,www.pharmacyclics.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Indivior,,Pharmaceuticals,1030,$785M,14,"Richmond, Virginia",,,,,,,,,www.indivior.com,,,,,,,1994,PUBLIC,2026-02-25,ZoomInfo,371119914,Clean
Exelixis,,Pharmaceuticals,1077,$2.3B,12,"Alameda, California",,,,,,,,,,,,,,,,1994,PUBLIC,2026-02-25,ZoomInfo,13615188,Clean
CAPS,,Pharmaceuticals,1169,$75M,46,"Allentown, Pennsylvania",,,,,,,,,,,,,,,,1991,PRIVATE,2026-02-25,ZoomInfo,18499536,Clean
AbbVie Puerto Rico,,Pharmaceuticals,1200,$405M,2,"Chicago, Illinois",,,,,,,,,,,,,,,,2013,PRIVATE,2026-02-25,ZoomInfo,560159767,Clean
Avema Pharma Solutions,,Pharmaceuticals,1200,$254M,2,"Miami, Florida",,,,,,,,,,,,,,,,1988,PRIVATE,2026-02-25,ZoomInfo,1124950646,Clean
Obagi,,Pharmaceuticals,1351,$10.0B,11,"Long Beach, California",,,,,,,,,www.obagi.com,,,,,,,1988,PRIVATE,2026-02-25,ZoomInfo,49742749,Clean
Sunovion Pharmaceuticals Inc.,,Pharmaceuticals,1200,$1.0B,,"Marlborough, Massachusetts",,,,,,,,,http://www.sunovion.com/,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Insmed,,Pharmaceuticals,1271,$447M,10,"Bridgewater, New Jersey",,,,,,,,,,,,,,,,1988,PUBLIC,2026-02-25,ZoomInfo,19366380,Clean
Contract Pharmacal,,Pharmaceuticals,1350,$456M,10,"Hauppauge, New York",,,,,,,,,,,,,,,,1971,PRIVATE,2026-02-25,ZoomInfo,18467270,Clean
Sarepta Therapeutics,,Pharmaceuticals,1372,$2.4B,17,"Cambridge, Massachusetts",,,,,,,,,,,,,,,,1980,PUBLIC,2026-03-03,Multi-Source Enrichment,348777344,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Merz Aesthetics,,Pharmaceuticals,1500,$54M,,"Raleigh, North Carolina",,,,,,,,,www.merzaesthetics.com,,,,,,,,,2026-02-25,ZoomInfo,347705615,Excluded_Domain_Match
Merz Aesthetics,,Pharmaceuticals,1500,$506M,5,"Raleigh, North Carolina",,,,,,,,,,,,,,,,2013,PRIVATE,2026-02-25,ZoomInfo,1127712722,Clean
Quidel,,Pharmaceuticals,1250,$534M,,"San Diego, California",,,,,,,,,www.quidel.com,,,,,,,1979,PRIVATE,2026-02-25,ZoomInfo,31867460,Clean
AMRI,,Pharmaceuticals,1611,$681M,,"Albany, New York",,,,,,,,,,,,,,,,1991,PRIVATE,2026-02-25,ZoomInfo,1098160,Clean
Biocodex,,Pharmaceuticals,1664,$54M,,"Bedminster, New Jersey",,,,,,,,,,,,,,,,1923,PRIVATE,2026-02-25,ZoomInfo,473132353,Clean
Resilience,,Pharmaceuticals,2095,$573M,8,"San Diego, California",,,,,,,,,resilience.com,,,,,,,2020,PRIVATE,2026-02-25,ZoomInfo,513998792,Clean
Baxter BioPharma Solutions,,Pharmaceuticals,1700,$574M,,"Bloomington, Indiana",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,566162627,Clean
Allucent,,Pharmaceuticals,1711,$362M,1,"Cary, North Carolina",,,,,,,,,,,,,,,,1994,PRIVATE,2026-02-25,ZoomInfo,566126888,Clean
Repligen,,Pharmaceuticals,1778,$708M,17,"Waltham, Massachusetts",,,,,,,,,,,,,,,,1981,PUBLIC,2026-02-25,ZoomInfo,32620728,Clean
Daiichi Sankyo US,,Pharmaceuticals,5000,$608M,3,"Basking Ridge, New Jersey",,,,,,,,,daiichisankyo.us,,,,,,,2003,PRIVATE,2026-02-25,ZoomInfo,559283402,Excluded_Name_Match
Kindeva Drug Delivery,,Pharmaceuticals,1800,$608M,4,"Woodbury, Minnesota",,,,,,,,,,,,,,,,2020,PRIVATE,2026-02-25,ZoomInfo,482715610,Clean
Mercalis,,Pharmaceuticals,1800,$608M,,"Morrisville, North Carolina",,,,,,,,,https://www.mercalis.com/,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,5000001864,Clean
"Neurocrine Biosciences, Inc.",,Industrial Machinery & Equipment,1800,$451M,5,"San Diego, California",,,,,,,,,www.neurocrine.com,,,,,,,1992,PUBLIC,2026-02-25,ZoomInfo,27328730,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
"Seqirus, Inc.",,Pharmaceuticals,1933,$432M,1,"Cambridge, Massachusetts",,,,,,,,,www.cslseqirus.us,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1327586744,Clean
IDT Biologika GmbH,,Pharmaceuticals,1600,$300M,4,"Rockville, Maryland",,,,,,,,,www.idt-biologika.com,,,,,,,1921,PRIVATE,2026-02-25,ZoomInfo,346419211,Clean
Horizon,,Pharmaceuticals,1200,$1.3B,,"Lake Forest, Illinois",,,,,,,,,www.horizontherapeutics.com,,,,,,,2008,PUBLIC,2026-02-25,ZoomInfo,115918021,Clean
Kite Pharma,,Pharmaceuticals,2000,$353M,16,"Santa Monica, California",,,,,,,,,,,,,,,,2009,PRIVATE,2026-02-25,ZoomInfo,353660805,Clean
Otsuka America Pharmaceutical US,,Pharmaceuticals,2000,$675M,10,"Princeton, New Jersey",,,,,,,,,,,,,,,,1989,PRIVATE,2026-02-25,ZoomInfo,40601413,Clean
Amphastar Pharmaceuticals,,Pharmaceuticals,2028,$723M,11,"Rancho Cucamonga, California",,,,,,,,,,,,,,,,1996,PUBLIC,2026-02-25,ZoomInfo,5277694,Clean
EMD Serono,,Pharmaceuticals,4000,$758M,14,"Rockland, Massachusetts",,,,,,,,,www.emdserono.com,,,,,,,1981,PRIVATE,2026-03-03,Multi-Source Enrichment,92047565,Clean
Takeda Oncology,,Pharmaceuticals,2157,$728M,7,"Cambridge, Massachusetts",,,,,,,,,,,,,,,,1993,PRIVATE,2026-02-25,ZoomInfo,55445008,Clean
Botox,,Pharmaceuticals,2214,$622M,8,"Barboursville, West Virginia",,,,,,,,,,,,,,,,1994,PRIVATE,2026-02-25,ZoomInfo,22646478,Clean
"Akorn, Incorporated",,Pharmaceuticals,2227,$682M,,"Lake Forest, Illinois",,,,,,,,,,,,,,,,1971,PUBLIC,2026-02-25,ZoomInfo,999744,Clean
Cambrex Corporation,,Pharmaceuticals,2000,$675M,19,"East Rutherford, New Jersey",,,,,,,,,www.cambrex.com,,,,,,,1981,PRIVATE,2026-02-25,ZoomInfo,6373419,Clean
Actelion Pharmaceuticals US,,Pharmaceuticals,2460,$2.4B,,"South San Francisco, California",,,,,,,,,,,,,,,,1998,PRIVATE,2026-02-25,ZoomInfo,1155867265,Clean
AGC Biologics,,Pharmaceuticals,2500,$844M,11,"Bothell, Washington",,,,,,,,,,,,,,,,2007,PRIVATE,2026-02-25,ZoomInfo,440405112,Clean
Alnylam Pharmaceuticals,,Pharmaceuticals,2100,$219M,10,"Cambridge, Massachusetts",,,,,,,,,www.alnylam.com,,,,,,,2002,PUBLIC,2026-02-25,ZoomInfo,10034211,Clean
Accelerated Enrollment Solutions,,Pharmaceuticals,2700,$911M,,"Orlando, Florida",,,,,,,,,,,,,,,,2019,PRIVATE,2026-02-25,ZoomInfo,459772587,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Alvogen,,Pharmaceuticals,2800,$945M,9,"Morristown, New Jersey",,,,,,,,,,,,,,,,2009,PRIVATE,2026-02-25,ZoomInfo,353595121,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Mallinckrodt Pharmaceuticals,,Pharmaceuticals,2800,$243M,,"Hazelwood, Missouri",,,,,,,,,,,,,,,,1867,PRIVATE,2026-02-25,ZoomInfo,42879068,Clean
INCYTE,,Pharmaceuticals,2844,$5.1B,9,"Wilmington, Delaware",,,,,,,,,,,,,,,,2002,PUBLIC,2026-02-25,ZoomInfo,47695958,Clean
Allergan Aesthetics,,Pharmaceuticals,2849,$962M,1,,,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,560159791,Clean
BioDuro,,Pharmaceuticals,3000,$165M,5,"San Diego, California",,,,,,,,,,,,,,,,2005,PRIVATE,2026-02-25,ZoomInfo,547524315,Clean
BioMarin,,Pharmaceuticals,3001,$1.7B,16,"Berkeley, California",,,,,,,,,biomarin.com,,,,,,,1997,PUBLIC,2026-02-25,ZoomInfo,10570260,Clean
Chenxin Pharmaceutical is hiring.,,Pharmaceuticals,3085,$554M,,,,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1142245893,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Seagen,,Pharmaceuticals,3256,$2.3B,,"Bothell, Washington",,,,,,,,,,,,,,,,1997,PUBLIC,2026-02-25,ZoomInfo,555243723,Clean
Cephalon,,Pharmaceuticals,3477,$172M,,"Frazer, Pennsylvania",,,,,,,,,,,,,,,,1987,PRIVATE,2026-02-25,ZoomInfo,7487703,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Nephron Pharmaceuticals,,Pharmaceuticals,4000,$250M,,"West Columbia, South Carolina",,,,,,,,,www.nephronpharm.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
